238.509	1	0
213.463	1	1
52.3426	1	0
418.908	1	1
1742.42	1	1
912.2	1	1
528.574	1	1
1935.03	1	0
293	1	1
21.5839	1	0
717.417	1	1
174.321	1	1
50.2964	1	1
395.243	1	1
238.941	1	1
888.454	1	1
626.345	1	1
87.5897	1	0
176.037	1	1
205.146	1	0
251.35	1	1
241.441	1	1
136.051	1	1
49.7122	1	0
57.9531	1	1
143.563	1	1
52.4746	1	1
288.313	1	1
209.537	1	1
86.5336	1	1
359.631	1	0
127.919	1	0
101.055	1	1
132.738	1	0
112.738	1	0
60.1605	1	1
555.637	1	1
2.2442	1	0
108.759	1	1
45.247	1	1
15.4454	1	0
75.1476	1	1
86.6656	1	1
17.7556	1	0
89.6029	1	0
9.1418	1	0
90.659	1	0
99.6027	1	1
148.678	1	1
143.134	1	1
10.825	1	0
20.7918	1	1
129.932	1	0
140.46	1	1
9.76886	1	0
231.647	1	1
9.38686	1	0
307.257	1	0
113.384	1	1
34.323	1	1
142.418	1	1
14.1582	1	0
78.3489	1	1
72.8374	1	0
14.9104	1	1
313.792	1	0
104.862	1	0
11.782	1	1
6.43556	1	1
20.4288	1	0
59.4052	1	1
26.8974	1	0
28.363	1	0
44.1499	1	1
64.4453	1	1
67.2929	1	1
83.9594	1	0
87.1937	1	0
12.2312	1	0
22.838	1	0
264.485	1	1
247.687	1	0
157.589	1	1
100.461	1	1
170.295	1	1
125.266	1	0
63.3656	1	1
152.176	1	1
99.4707	1	0
8.71276	1	0
64.6197	1	0
110.032	1	1
108.283	1	1
0.405094	1	1
6.76559	1	0
44.2899	1	0
158.117	1	0
4.22437	1	0
32.6399	1	0
31.8148	1	1
170.46	1	1
70.3622	1	1
15.2473	1	1
22.904	1	0
17.0955	1	1
55.6429	1	0
4.75242	1	1
12.1781	1	0
47.2271	1	1
50.7644	1	1
16.1384	1	1
32.1118	1	1
0.462041	1	0
47.5902	1	1
12.9701	1	1
70.5272	1	1
27.2934	1	1
124.25	1	0
70.1312	1	0
55.6099	1	0
37.4253	1	1
62.8978	1	1
117.744	1	1
102.771	1	0
64.6527	1	0
12.1781	1	0
31.6168	1	1
57.6002	1	0
25.6433	1	1
40.6266	1	1
28.3165	1	1
32.8379	1	0
21.6829	1	0
32.1118	1	1
6.13854	1	0
56.1709	1	1
19.8677	1	0
14.6533	1	1
79.0749	1	0
15.6764	1	1
123.959	1	0
42.919	1	1
67.4579	1	1
16.3034	1	0
192.77	1	0
7.22763	1	0
23.3991	1	0
4.62041	1	0
16.8975	1	0
8.31673	1	0
52.3756	1	1
66.8309	1	1
2.54122	1	24.6883
15.6434	1	1
29.8346	1	1
23.8281	1	1
44.5539	1	0
18.8797	1	0
17.5905	1	1
6.33656	1	1
62.6725	1	1
4.5544	1	0
83.3323	1	0
36.4682	1	0
73.1344	1	1
80.5271	1	1
2.75753	1	1
82.8043	1	0
37.6563	1	0
12.8381	1	0
2.17819	1	1
11.188	1	0
113.002	1	1
28.6795	1	0
8.44874	1	1
21.7489	1	24.6404
25.7423	1	0
3.86134	1	1
79.1079	1	1
35.6431	1	1
7.22763	1	1
6.20454	1	0
35.8081	1	1
36.1712	1	0
23.267	1	1
6.34499	1	0
11.386	1	0
73.6295	1	0
55.3129	1	1
9.64919	1	1
5.54449	1	1
3.86134	1	1
2.49576	1	0
3.3663	1	1
5.54449	1	1
158.777	1	0
50.0343	1	1
6.30355	1	1
55.8739	1	0
32.5739	1	0
8.15172	1	0
43.8278	1	24.6885
45.61	1	1
2.44221	1	1
13.6351	1	1
4.29038	1	0
68.184	1	0
149.503	1	0
13.3662	1	1
41.6497	1	1
39.6561	1	0
31.7818	1	1
26.8974	1	1
83.6293	1	0
25.5442	1	0
28.5805	1	0
108.15	1	0
13.6962	1	1
17.9866	1	1
0.363032	1	0
137.721	1	1
12.0461	1	0
21.6486	1	0
5.87452	1	1
13.7952	1	0
129.371	1	0
6.8316	1	0
37.9188	1	0
18.0856	1	0
5.87452	1	0
3.26729	1	0
18.2176	1	1
24.7192	1	0
21.1549	1	1
49.3393	1	0
17.9536	1	0
31.5508	1	0
27.5244	1	0
71.7813	1	1
2.57423	1	0
36.7322	1	1
22.904	1	1
132.045	1	1
81.3191	1	0
59.0092	1	1
22.508	1	1
16.6005	1	1
41.3207	1	1
97.7546	1	0
40.8576	1	1
110.428	1	0
0.462041	1	1
11.881	1	1
22.937	1	1
28.3495	1	1
13.5423	1	1
15.3133	1	0
8.87778	1	1
18.9437	1	1
19.8017	1	0
23.7291	1	1
1.94717	1	0
12.3761	1	0
1.45213	1	0
112.507	1	0
46.1711	1	0
21.2539	1	0
83.0023	1	1
12.3761	1	0
5.94052	1	1
30.7257	1	1
8.18104	1	1
23.102	1	0
25.3792	1	0
38.8114	1	1
11.584	1	1
6.40256	1	0
44.2899	1	1
49.9334	1	0
40.0985	1	0
0.561049	1	0
35.2801	1	0
3.4323	1	0
33.5969	1	0
10.7259	1	0
28.7125	1	1
2.0994	1	1
0.495043	1	1
24.2057	1	1
6.36956	1	0
8.41574	1	1
15.1153	1	0
6.96361	1	1
22.0789	1	1
2.04618	1	1
35.5441	1	0
37.6893	1	0
9.43883	1	1
31.5508	1	1
5.51148	1	0
11.221	1	1
1.48513	1	0
18.0856	1	1
0.363032	1	1
72.0783	1	1
120.791	1	1
85.1475	1	0
20.9238	1	0
17.0295	1	1
140.546	1	1
40.8576	1	0
5.59707	1	0
66.6989	1	0
70.8902	1	0
33.0029	1	1
0.23102	1	1
5.21446	1	0
28.8115	1	1
85.5765	1	1
0.858075	1	0
34.224	1	1
8.671	1	0
1.98017	1	0
3.02102	1	0
24.4881	1	0
6.40256	1	0
13.3992	1	0
40.3625	1	0
10.0659	1	0
5.51148	1	0
6.30355	1	0
26.9964	1	1
8.41574	1	1
10.1649	1	0
27.3264	1	1
37.6233	1	1
25.4122	1	0
6.63358	1	1
4.05936	1	1
18.3826	1	0
4.68641	1	0
13.7622	1	0
19.3397	1	0
4.5874	1	0
50.8905	1	0
1.74915	1	0
6.83469	1	0
60.8573	1	1
13.8777	1	0
8.79527	1	1
8.26723	1	1
1.91417	1	0
9.02629	1	1
35.9402	1	1
29.9501	1	0
40.5936	1	1
125.081	1	1
20.2143	1	0
34.356	1	1
16.683	1	0
0.687679	1	0
4.93393	1	0
12.5411	1	0
10.0494	1	0
18.6136	1	0
30.6762	1	0
21.2374	1	1
30.6102	1	1
50.0654	1	1
44.1628	1	1
12.7226	1	0
52.2601	1	0
31.0392	1	1
26.5343	1	0
15.4454	1	0
8.05271	1	1
7.82169	1	1
39.5375	1	1
8.30023	1	1
24.7522	1	0
1.50163	1	1
12.3596	1	0
8.87055	1	0
62.458	1	1
21.9593	1	0
16.6335	1	0
54.6442	1	1
24.8182	1	1
19.6168	1	1
6.12204	1	0
18.0196	1	0
6.07253	1	1
4.07586	1	1
20.7588	1	0
13.5642	1	1
1.68315	1	1
7.17813	1	1
11.7655	1	1
31.5838	1	1
0.11551	1	1
9.40583	1	0
1.99668	1	1
46.5176	1	0
17.7226	1	1
7.50816	1	0
2.45872	1	0
8.77877	1	1
1.02309	1	1
2.49172	1	1
12.1781	1	0
3.99335	1	1
5.7425	1	0
42.8543	1	0
52.8046	1	0
42.6067	1	1
52.1446	1	1
1.17142	1	1
1.91417	1	1
10.4124	1	0
14.2077	1	1
3.69632	1	0
33.696	1	0
12.6731	1	1
18.1021	1	0
4.85143	1	1
6.63358	1	1
14.7193	1	1
1.69965	1	1
37.5573	1	0
13.4487	1	0
27.0459	1	0
13.9272	1	1
8.49825	1	0
37.0292	1	1
0.247522	1	0
5.90597	1	1
21.2374	1	0
43.5803	1	1
5.41248	1	0
15.0658	1	0
5.0254	1	1
5.62699	1	1
20.4618	1	1
13.7612	1	0
10.7851	1	0
13.8942	1	1
4.22437	1	1
37.9363	1	1
14.3728	1	0
7.14513	1	0
0.825072	1	1
53.9267	1	0
9.48833	1	1
5.80851	1	0
0.957084	1	1
23.2175	1	0
0.412536	1	1
48.9928	1	0
12.5906	1	0
43.0039	1	0
5.51148	1	1
18.9107	1	0
63.4316	1	0
11.9305	1	0
10.6929	1	0
12.2606	1	1
8.34973	1	0
8.72927	1	0
20.1648	1	0
6.13854	1	1
4.83492	1	1
4.85143	1	0
6.12204	1	0
1.79866	1	1
5.27375	1	0
6.03953	1	0
4.83492	1	1
1.27061	1	0
14.6203	1	1
0.726064	1	0
34.752	1	1
10.3794	1	1
8.13521	1	1
51.336	1	0
22.475	1	0
9.78173	1	1
11.881	1	1
21.0063	1	0
26.0228	1	0
0.0990087	1	0
9.73585	1	1
27.1449	1	1
45.6925	1	0
26.8809	1	1
11.815	1	0
32.8821	1	0
18.5806	1	0
17.046	1	0
42.0457	1	0
15.0823	1	1
1.84816	1	1
57.3818	1	0
1.43339	1	1
11.4685	1	0
3.31679	1	0
0.911939	1	0
14.4223	1	0
3.96035	1	1
9.66893	1	1
9.71935	1	1
11.617	1	1
20.8743	1	0
6.94711	1	0
25.2472	1	0
2.34321	1	1
5.18145	1	1
20.1318	1	0
17.6565	1	1
3.16828	1	1
3.69694	1	0
6.8316	1	1
7.01312	1	0
1.35312	1	1
27.0624	1	1
1.74915	1	1
23.069	1	0
4.17196	1	1
3.32655	1	1
35.2447	1	1
12.3266	1	1
107.626	1	1
31.3025	1	0
0.643556	1	1
22.64	1	0
23.5146	1	1
19.8677	1	1
40.5771	1	1
19.8182	1	1
18.9602	1	1
8.82827	1	0
33.7785	1	0
24.6532	1	0
47.2932	1	1
10.4289	1	1
2.11335	1	0
6.02303	1	0
52.9696	1	1
8.46524	1	0
11.8645	1	1
14.8018	1	1
4.02635	1	0
21.6994	1	0
40.2965	1	0
0.198017	1	1
11.9635	1	1
16.9635	1	1
0.42259	1	0
19.5335	1	0
8.43224	1	0
9.37282	1	1
5.79879	1	1
37.5573	1	0
4.86793	1	1
1.58856	1	1
20.4618	1	0
7.39265	1	0
0.379533	1	0
1.32012	1	0
0.247522	1	0
23.7951	1	1
13.1847	1	0
6.30355	1	1
18.4981	1	1
41.5671	1	1
47.3757	1	0
5.66	1	0
5.693	1	0
2.42571	1	1
30.3132	1	1
0.379533	1	0
25.3297	1	0
10.6104	1	0
41.1546	1	0
10.1294	1	0
18.3001	1	1
3.45522	1	1
15.9239	1	0
9.98338	1	1
67.5239	1	1
35.7751	1	0
12.4256	1	1
17.7886	1	0
1.03959	1	0
0.510437	1	0
31.7158	1	1
5.28046	1	0
4.08164	1	1
0.610554	1	1
4.83492	1	1
10.0824	1	0
12.9252	1	1
26.431	1	0
14.2407	1	0
15.1318	1	1
8.16822	1	1
12.9866	1	0
11.6335	1	0
24.3561	1	1
13.1847	1	0
3.79533	1	1
26.8479	1	1
5.44548	1	0
11.2375	1	1
43.2008	1	0
8.11871	1	0
18.9107	1	1
13.8777	1	0
5.03294	1	1
13.6962	1	1
8.46116	1	1
42.7553	1	0
8.34973	1	1
16.3034	1	1
0.0990087	1	1
11.848	1	0
5.04944	1	1
3.71344	1	1
0.198017	1	1
1.48513	1	1
7.75568	1	1
10.7433	1	1
24.3561	1	0
14.0262	1	0
25.3782	1	1
0.577551	1	1
25.9568	1	0
4.33988	1	0
1.81516	1	0
35.2471	1	0
32.2108	1	0
12.2276	1	1
4.27388	1	0
22.574	1	1
3.10227	1	0
12.6896	1	0
9.32332	1	0
8.60058	1	0
0.145791	1	1
0.264023	1	24.5245
34.9315	1	0
0.561049	1	0
22.1449	1	1
1.00659	1	1
17.5245	1	0
19.5377	1	0
8.16822	1	1
14.2738	1	0
0.627055	1	1
6.15504	1	1
